,type,title,listed_in,score
21827,movie,occupation,"action & adventure, sci-fi & fantasy",3.6
21828,movie,ocean's eleven,"action & adventure, classic movies, comedies",3.6
21829,movie,ocean's thirteen,"action & adventure, comedies",3.5
21830,movie,ocean's twelve,"action & adventure, comedies",3.5
21832,movie,off course,"comedies, international movies",3.5
21833,movie,officer downe,action & adventure,3.5
21834,movie,oh my ghost 2,"comedies, horror movies, international movies",3.6
21835,movie,oh my ghost 3,"comedies, horror movies, international movies",3.5
21836,movie,oh my ghost 4,"comedies, horror movies, international movies",3.5
21838,movie,oklahoma city,documentaries,3.5
21841,movie,omar and salma 3,"comedies, international movies, romantic movies",3.6
21842,movie,on the wrong track,"action & adventure, international movies",3.4
21843,movie,on yoga the architecture of peace,"documentaries, faith & spirituality",3.6
21844,movie,onaatah,"dramas, international movies",3.6
21845,movie,once in a lifetime sessions with moby,"documentaries, music & musicals",3.6
21846,movie,once in a lifetime sessions with nile rodgers,"documentaries, music & musicals",3.5
21847,movie,once in a lifetime sessions with noel gallagher,"documentaries, music & musicals",3.5
21848,movie,once in a lifetime sessions with tlc,"documentaries, music & musicals",3.5
21849,movie,once upon a time in london,"dramas, international movies",3.6
21850,movie,once upon a time in the west,"action & adventure, classic movies, international movies",3.6
21851,movie,one day,"dramas, international movies, romantic movies",3.6
21852,movie,one direction: this is us,"documentaries, music & musicals",3.5
21853,movie,one heart: the a.r. rahman concert film,"documentaries, international movies, music & musicals",3.5
21854,movie,one last thing,dramas,3.6
21855,movie,one more shot,documentaries,3.6
21856,movie,one night stand,"dramas, international movies, music & musicals",3.6
21858,movie,only god forgives,"cult movies, independent movies, thrillers",3.5
21859,movie,only the dead,"documentaries, international movies",3.5
21860,movie,open season,"children & family movies, comedies",3.5
21861,movie,operation chromite,"action & adventure, dramas, international movies",3.6
21863,movie,operation mekong,"action & adventure, international movies",3.5
21864,movie,operation odessa,documentaries,3.5
21867,movie,operation red sea,"action & adventure, international movies",3.6
21868,movie,operator,"comedies, dramas, independent movies",3.6
21869,movie,opium and the kung fu master,"action & adventure, international movies",3.6
21871,movie,oru vishsheshapetta biryani kissa,"comedies, dramas, international movies",3.5
21872,movie,otherlife,"dramas, independent movies, international movies",3.6
21873,movie,ottaal,"dramas, international movies",3.5
21874,movie,our godfather,"documentaries, international movies",3.6
21875,movie,our house,"horror movies, thrillers",3.5
21876,movie,our shining days,"comedies, dramas, international movies",3.5
21877,movie,outlawed,action & adventure,3.5
21878,movie,p,"horror movies, international movies",3.5
21879,movie,p se pm tak,"comedies, independent movies, international movies",3.5
21881,movie,p.s. i love you,"dramas, romantic movies",3.6
21882,movie,paathi,"dramas, international movies",3.6
21883,movie,pablo escobar: angel or demon?,"documentaries, international movies",3.6
21885,movie,pahuyut fighting beat,"action & adventure, international movies",3.5
21886,movie,paid in full,"action & adventure, dramas",3.6
21887,movie,paint it black,dramas,3.4
21888,movie,painted faces,"dramas, international movies",3.5
21890,movie,palio,"documentaries, international movies, sports movies",3.5
21891,movie,palm trees in the snow,"dramas, international movies, romantic movies",3.5
21892,movie,panic room,thrillers,3.6
21893,movie,papa the great,"comedies, dramas, international movies",3.6
21894,movie,paper year,"dramas, independent movies, romantic movies",3.5
21895,movie,paranormal activity,"horror movies, thrillers",3.5
21897,movie,pardes,"dramas, international movies, romantic movies",3.6
21898,movie,pareeth pandaari,"dramas, independent movies, international movies",3.6
21899,movie,paris is burning,"classic movies, cult movies, documentaries",3.5
21902,movie,passenger 57,action & adventure,3.5
21903,movie,patiala house,"dramas, international movies, sports movies",3.4
21904,movie,patient seventeen,documentaries,3.4
21905,movie,patriot games,action & adventure,3.5
21906,movie,patron mutlu son istiyor,"comedies, international movies, romantic movies",3.6
21907,movie,paul blart: mall cop,"action & adventure, comedies",3.5
21908,movie,paulettante veedu,"dramas, international movies",3.6
21910,movie,paying guests,"comedies, international movies",3.5
21911,movie,pee mak,"comedies, horror movies, international movies",3.5
21913,movie,pee-wee's playhouse: christmas special,movies,3.5
21914,movie,pekak,"dramas, international movies",3.5
21915,movie,penelope,"children & family movies, comedies, romantic movies",3.5
21917,movie,people you may know,"dramas, lgbtq movies",3.6
21918,movie,perfect bid: the contestant who knew too much,documentaries,3.6
21919,movie,perfect stranger,thrillers,3.5
21921,movie,personal shopper,"dramas, international movies, thrillers",3.5
21922,movie,peter and the farm,documentaries,3.6
21923,movie,peter rabbit,"children & family movies, comedies",3.4
21924,movie,phamous,"dramas, international movies, thrillers",3.5
21925,movie,phantom boy,"action & adventure, dramas, international movies",3.5
21926,movie,philadelphia,"classic movies, dramas, lgbtq movies",3.6
21927,movie,phir se,"international movies, romantic movies",3.7
21928,movie,phobia 2,"horror movies, international movies",3.6
21929,movie,phone swap,"comedies, international movies, romantic movies",3.5
21930,movie,phullu,"dramas, independent movies, international movies",3.5
21931,movie,pick of the litter,"children & family movies, documentaries",3.6
21932,movie,pierre jackson,romantic movies,3.6
21933,movie,pimpal,"dramas, independent movies, international movies",3.6
21935,movie,pitaah,"dramas, international movies, music & musicals",3.6
21936,movie,"pizza, birra, faso","dramas, international movies",3.5
21937,movie,"plaire, aimer et courir vite","dramas, independent movies, international movies",3.5
21940,movie,planet hulk,"action & adventure, sci-fi & fantasy",3.5
21941,movie,planetarium,"dramas, international movies",3.6
21942,movie,platoon,"action & adventure, classic movies, dramas",3.6
21943,movie,playing for time,dramas,3.5
21944,movie,playing hard,"documentaries, international movies",3.6
21945,movie,pope francis: a man of his word,"documentaries, faith & spirituality, international movies",3.6
21946,movie,popeye,"action & adventure, children & family movies, comedies",3.6
21948,movie,porto,"dramas, independent movies, romantic movies",3.5
21949,movie,postcards from london,"dramas, independent movies, lgbtq movies",3.6
21965,movie,"power rangers samurai: christmas together, friends forever (christmas special)",movies,3.5
21966,movie,power rangers samurai: clash of the red rangers,children & family movies,3.5
21967,movie,power rangers samurai: party monsters (halloween special),movies,3.6
21969,movie,power rangers super megaforce: the legendary battle (extended),movies,3.5
21971,movie,power rangers super samurai: stuck on christmas,"children & family movies, sci-fi & fantasy",3.6
21972,movie,power rangers super samurai: trickster treat,movies,3.5
21978,movie,power rangers: megaforce: raising spirits,children & family movies,3.5
21979,movie,power rangers: megaforce: the robo knight before christmas,children & family movies,3.5
21980,movie,prague,"dramas, independent movies, international movies",3.6
21981,movie,prelude to war,"classic movies, documentaries",3.5
21982,movie,premachi goshta,"international movies, romantic movies",3.6
21983,movie,prescription thugs,documentaries,3.5
21984,movie,primal fear,"dramas, thrillers",3.5
21985,movie,prince charming,"comedies, international movies, romantic movies",3.5
21987,movie,princess cyd,"dramas, independent movies, lgbtq movies",3.5
21988,movie,professor mack,"comedies, romantic movies",3.5
21990,movie,prosecuting evil: the extraordinary world of ben ferencz,documentaries,3.5
21992,movie,pukar,"action & adventure, dramas, international movies",3.6
21993,movie,pulp fiction,"classic movies, cult movies, dramas",3.6
21994,movie,punjab 1984,"dramas, international movies",3.5
21995,movie,pusher,action & adventure,3.5
21996,movie,pyaar ka punchnama,"comedies, dramas, international movies",3.6
21998,movie,q ball,"documentaries, sports movies",3.5
22000,movie,quantum of solace,action & adventure,3.6
22002,movie,queen of the desert,dramas,3.6
22005,movie,r.l. stine's mostly ghostly,"children & family movies, comedies",3.5
22007,movie,race to witch mountain,children & family movies,3.6
22008,movie,rachel getting married,"dramas, independent movies",3.5
22009,movie,radical: the controversial saga of dada figueiredo,"documentaries, international movies, sports movies",3.5
22010,movie,radiopetti,"dramas, international movies",3.5
22011,movie,raging bull,"classic movies, dramas, sports movies",3.6
22012,movie,rahasya,"dramas, international movies",3.6
22013,movie,raiders!: the story of the greatest fan film ever made,documentaries,3.6
22014,movie,railroad tigers,"action & adventure, comedies, international movies",3.6
22015,movie,raja hindustani,"dramas, international movies, romantic movies",3.6
22016,movie,rajnigandha,"comedies, dramas, independent movies",3.5
22017,movie,ralph breaks the internet: wreck-it ralph 2,"children & family movies, comedies",3.5
22018,movie,ram teri ganga maili,"classic movies, dramas, international movies",3.6
22020,movie,ramen shop,"dramas, international movies",3.5
22021,movie,ramji londonwaley,"comedies, dramas, international movies",3.5
22022,movie,rampant,"action & adventure, horror movies, international movies",3.5
22023,movie,ranbhool,"horror movies, international movies, thrillers",3.6
22024,movie,rangreza,"dramas, international movies, music & musicals",3.5
22025,movie,rats,documentaries,3.5
22027,movie,reaction,"dramas, international movies",3.5
22028,movie,ready,"comedies, international movies, romantic movies",3.6
22030,movie,rebel without a cause,"classic movies, dramas",3.5
22032,movie,recall,dramas,3.6
22034,movie,red christmas,horror movies,3.5
22035,movie,red dawn,"action & adventure, cult movies",3.6
22036,movie,red oleanders raktokarobi,"dramas, international movies",3.6
22037,movie,red trees,"documentaries, international movies",3.5
22039,movie,refugee,documentaries,3.5
22040,movie,regatta,"action & adventure, dramas, international movies",3.5
22042,movie,reincarnated,"documentaries, music & musicals",3.5
22043,movie,rembat,"action & adventure, comedies, international movies",3.6
22044,movie,remember,"action & adventure, dramas",3.6
22045,movie,remember me,"dramas, romantic movies",3.5
22046,movie,rememory,"dramas, sci-fi & fantasy",3.6
22048,movie,resident evil: afterlife,"action & adventure, horror movies, sci-fi & fantasy",3.5
